seqid	qlen	length	pident	mismatch	qstart	qend	sstart	send	gaps	evalue	taxonomy
8765;size=64;	594	332	90.964	27	265	594	3056	3386	3	2.5299999999999997e-119	cellular organisms; Eukaryota; Sar; Stramenopiles; unclassified stramenopiles; Marine_stramenopiles_MASTs group; Stramenopiles sp. MAST-8B-sp1
12243;size=1104;	1160	372	100.0	0	789	1160	569	198	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Cyclopoida; Oithonidae; Oithona; Oithona nana
7256;size=8;	759	766	92.428	43	1	759	722	1479	15	0.0	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Pterocystida; Pterista; Pterocystidae; Pterocystis; Pterocystis tropica
7569;size=3;	1068	360	90.0	26	710	1068	58523	58873	10	6.0000000000000004e-123	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Sulfurovaceae; Sulfurovum; Sulfurovum mangrovi
8101;size=144;	692	169	95.266	8	322	490	41	209	0	1.92e-66	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Actiniidae; Anthopleura; Anthopleura variata
6533;size=3;	716	320	88.125	33	400	716	3005	3322	5	1.1399999999999999e-98	cellular organisms; Eukaryota; Sar; Alveolata; Apicomplexa; Conoidasida; Coccidia; unclassified Coccidia; Coccidia sp.
10696;size=5;	662	604	96.854	12	60	662	1286	1883	7	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6253;size=71;	790	305	88.197	29	474	777	565	863	7	4.57e-93	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Laboulbeniomycetes; Herpomycetales; Herpomycetaceae; Herpomyces; Herpomyces chaetophilus
3705;size=8;	737	352	93.182	14	389	737	671	1015	10	1.11e-138	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Cercomonadida; Cercomonadidae; Cercomonas; unclassified Cercomonas; Cercomonas sp. HFCC548
9512;size=44;	758	356	91.854	20	406	758	1608	1957	9	1.4900000000000002e-132	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10506;size=14;	547	549	95.082	23	1	547	234	780	4	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
3123;size=13;	920	158	94.304	7	764	920	1385	1541	2	5.63e-58	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2376;size=18532;	675	606	99.34	1	1	606	270	872	3	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Clausocalanidae; Clausocalanus; Clausocalanus furcatus
10455;size=13;	671	673	90.639	41	1	671	820	1472	22	0.0	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Craspedida; Salpingoecidae; Monosiga; Monosiga brevicollis
5488;size=25;	576	435	100.0	0	1	435	309	743	0	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Retaria; Acantharea; Arthracanthida; Phyllacantha; Phyllostauridae; Acanthostaurus; Acanthostaurus purpurascens
2426;size=9;	687	350	90.286	12	338	687	1664	1991	22	1.37e-117	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7998;size=8;	671	344	86.628	19	335	671	1808	2131	27	1.3799999999999999e-92	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9434;size=49;	698	188	96.809	6	511	698	707	894	0	2.45e-80	cellular organisms; Eukaryota; Sar; Alveolata; Perkinsozoa; Parviluciferaceae; Tuberlatum; Tuberlatum coatsi
9911;size=5;	773	68	98.529	1	1	68	153	220	0	6.38e-22	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Rhabditophora; Seriata; Tricladida; Continenticola; Geoplanoidea; Geoplanidae; Geoplaninae; Pasipha; Pasipha rosea
8090;size=10;	606	349	88.252	29	259	606	468	805	12	3.38e-108	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Chrysophyceae; Chromulinales; Chromulinaceae; Spumella; Spumella rivalis
12194;size=48;	693	69	100.0	0	1	69	336	404	0	3.4e-24	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
8576;size=6;	757	334	91.018	24	426	757	1387	1716	6	9.07e-120	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1372;size=5;	637	143	87.413	14	496	637	83812	83673	4	3.0599999999999997e-34	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Sungiibacteriota; Candidatus Sungiibacteriota bacterium
10239;size=4;	630	312	86.859	29	290	598	5835	6137	12	1.3e-87	cellular organisms; Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Myxogastria; Myxogastromycetidae; Physariida; Didymiaceae; Mucilago; Mucilago crustacea
6354;size=851;	687	188	93.617	12	500	687	1283	1470	0	2.4400000000000002e-70	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5373;size=4;	726	300	87.0	30	428	726	631	922	9	9.12e-85	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gonyaulacales; Crypthecodiniaceae; unclassified Crypthecodiniaceae; Crypthecodiniaceae sp. R6
4096;size=29;	619	304	90.461	25	320	619	765	1068	4	2.08e-105	cellular organisms; Eukaryota; Eukaryota incertae sedis; Telonemida; Telonema; Telonema subtile
9782;size=4;	759	167	94.012	9	593	759	1717	1882	1	2.13e-61	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2907;size=37;	652	294	92.177	20	358	648	1	294	3	7.85e-110	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9381;size=4;	791	816	84.191	90	1	791	290	1091	39	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Catenulida; Stenostomidae; Stenostomum; Stenostomum grabbskogense
9815;size=30;	687	576	94.271	21	1	575	866	1430	12	0.0	cellular organisms; Eukaryota; Sar; Alveolata; environmental samples; uncultured marine alveolate
1833;size=170;	478	67	100.0	0	1	67	668811	668877	0	2.96e-23	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylovorus; Methylovorus glucosotrophus; Methylovorus glucosotrophus SIP3-4
2650;size=80;	1270	74	98.649	0	1	74	1033	1105	1	1.7799999999999997e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3504;size=37;	555	539	95.176	15	1	532	963	1497	11	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6743;size=9;	837	509	99.804	1	1	509	3643	4151	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Fungiina; Poritidae; Porites; Porites lutea
11943;size=20;	715	78	98.718	0	2	79	325	401	1	5.8400000000000004e-27	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Syndiniales; Eudubosquellidae; Euduboscquella; unclassified Euduboscquella; Euduboscquella sp.
12746;size=23;	723	72	98.611	1	1	72	789	860	0	3.55e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9438;size=3;	579	101	90.099	7	1	101	1032	1129	3	2.8099999999999998e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
806;size=6;	626	370	97.027	11	257	626	3289	3658	0	3.1900000000000002e-173	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mamiella; Mamiella gilva
1338;size=13;	848	348	97.414	6	502	848	14390	14735	3	4.4600000000000007e-163	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax; unclassified Rhodoferax; Rhodoferax sp. BAB1
4199;size=11;	677	300	87.667	31	380	677	631	926	6	3.0199999999999997e-89	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
47;size=8;	685	324	86.111	29	363	685	645	953	16	1.84e-86	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Meringosphaera; Meringosphaera mediterranea
2191;size=16;	596	588	98.129	10	1	588	2740	3326	1	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gonyaulacales; Amphidomataceae; Amphidoma; Amphidoma fulgens
10064;size=4;	669	337	83.976	29	340	669	1076	1394	25	6.55e-76	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6715;size=8;	463	214	93.925	8	1	214	1258	1466	5	1.2199999999999999e-81	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12312;size=14;	1289	597	79.899	105	624	1213	118246	118834	15	7.39e-113	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriales incertae sedis; Clostridiales Family XVII. Incertae Sedis; Thermaerobacter; unclassified Thermaerobacter; Thermaerobacter sp. PB12/4term
10828;size=72;	631	352	84.375	42	287	631	1003	1348	13	6.07e-86	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1067;size=5808;	1144	349	97.994	6	796	1144	2744973	2744626	1	2.17e-167	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; unclassified Betaproteobacteria; beta proteobacterium TEGF003
8699;size=8;	642	320	96.562	11	323	642	1157	1476	0	2.0400000000000002e-145	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3796;size=8;	555	284	84.155	22	272	555	953026	953286	23	4.25e-62	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Kaiserbacteria; unclassified Candidatus Kaiserbacteria; Candidatus Kaiserbacteria bacterium
8231;size=41;	597	106	92.453	5	1	106	1232	1334	3	2.23e-30	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8594;size=62;	735	735	98.776	9	1	735	980	1714	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5692;size=12;	479	201	98.01	3	1	201	2285	2086	1	1.6199999999999998e-90	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8228;size=28;	484	76	94.737	3	1	75	444157	444082	1	5.02e-21	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Microgenomates group; Candidatus Paceibacterota; unclassified Candidatus Paceibacterota; Candidatus Paceibacterota bacterium
10657;size=21;	979	295	93.559	18	686	979	1482	1776	1	1.99e-117	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3729;size=8273;	787	74	98.649	0	1	74	1033	1105	1	1.0799999999999999e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
356;size=4;	612	334	95.808	13	279	612	595	927	1	1.16e-147	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Margalefidinium; Margalefidinium fulvescens
1888;size=26;	748	748	96.925	23	1	748	1177	1924	0	0.0	cellular organisms; Eukaryota; Amoebozoa; Discosea; Flabellinia; Vannellidae; Vannella; Vannella septentrionalis
3416;size=4;	596	335	89.552	24	262	596	736	1059	11	1.99e-110	cellular organisms; Eukaryota; Cryptophyceae; Kathablepharidacea; Katablepharidaceae; Katablepharis; Katablepharis japonica
6766;size=29;	1303	143	89.51	15	1154	1296	700	842	0	4.97e-40	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Synurophyceae; Synurales; Mallomonadaceae; Synura; Synura kristiansenii
1748;size=12;	1286	690	76.087	134	609	1284	1882785	1883457	31	4.6e-85	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Sulfurimonadaceae; Sulfurimonas; unclassified Sulfurimonas; Sulfurimonas sp. HSL-1656
6502;size=21;	1237	752	95.08	26	1	750	1241	1983	11	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1858;size=5;	802	373	91.957	17	435	802	1496	1860	13	3.37e-139	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9717;size=11;	452	212	97.642	5	1	212	967	1178	0	1.51e-95	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
5544;size=3;	537	216	78.241	34	328	535	1083536	1083746	13	9.329999999999999e-24	cellular organisms; Archaea; Nanobdellati; Candidatus Woesearchaeota; unclassified Candidatus Woesearchaeota; Candidatus Woesearchaeota archaeon
12134;size=14;	757	72	98.611	1	1	72	281	352	0	3.73e-24	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Cercomonadida; Cercomonadidae; Cercomonas; unclassified Cercomonas; Cercomonas sp. C59
850;size=9;	601	200	98.5	2	402	601	1585	1783	1	1.59e-91	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7711;size=4;	556	166	88.554	19	391	556	735	900	0	1.56e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Massarineae; Didymosphaeriaceae; Montagnula; Montagnula thevetiae
8027;size=11;	553	187	89.84	18	366	551	2581884	2582070	1	1.1900000000000001e-57	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; Arcobacter acticola
5905;size=12;	666	631	89.857	31	1	627	275	876	33	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Zoopagomycota; Entomophthoromycotina; Entomophthoromycetes; Entomophthorales; Ancylistaceae; Conidiobolus; Conidiobolus lamprauges
3234;size=97;	481	280	95.357	13	196	475	1048	1327	0	5.6e-120	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10167;size=5;	1108	434	87.788	42	408	836	303	730	11	3.67e-135	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Aphanomyces; Aphanomyces piscicida
9858;size=56;	1251	361	94.183	16	895	1251	473	832	5	1.47e-149	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; Arcobacter nitrofigilis
12548;size=27;	568	328	86.585	30	246	568	3222	3540	14	5.4e-91	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Cryptomycota; Cryptomycota incertae sedis; Rozella; unclassified Rozella; Rozella sp.
7056;size=10;	695	698	94.126	32	1	695	1121	1812	9	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5981;size=4;	773	363	90.358	27	413	773	1633	1989	8	5.5e-127	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11293;size=3;	682	572	93.881	32	1	570	975	1545	3	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; unclassified Gyrodinium; Gyrodinium sp. HJ-2011
1377;size=4;	725	67	100.0	0	1	67	453	519	0	4.6099999999999997e-23	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Sulfurovaceae; Sulfurovum; unclassified Sulfurovum; Sulfurovum sp. NBC37-1
2329;size=5;	762	348	89.08	23	415	762	1573	1905	15	1.99e-111	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2531;size=23;	1239	754	97.347	19	486	1239	1141	1893	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4279;size=17;	731	736	86.957	72	1	731	853	1569	24	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9162;size=5;	653	329	86.93	23	332	653	1271	1586	20	1.74e-91	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9946;size=49;	649	293	93.174	19	358	649	1	293	1	7.76e-115	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
103;size=23;	786	792	92.677	40	1	786	353	1132	18	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Glissomonadida; Viridiraptoridae; Bodomorpha; Bodomorpha minima
8613;size=20;	705	342	86.257	37	364	705	288	619	10	8.709999999999999e-95	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Peltigerales; Collematineae; Collemataceae; Leptogium; Leptogium subtile
9822;size=6;	1136	290	95.172	10	387	674	1771	2058	4	2.3e-122	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
426;size=10;	784	361	88.92	37	426	784	1614	1973	3	1.22e-118	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4415;size=16;	680	344	90.116	22	341	680	619	954	12	4.87e-117	cellular organisms; Eukaryota; Cryptophyceae; Cryptomonadales; Cryptomonadaceae; Cryptomonas; unclassified Cryptomonas; Cryptomonas sp.
8105;size=17;	627	627	94.258	23	1	627	795	1408	13	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9935;size=223;	510	166	89.759	17	341	506	1381	1546	0	6.59e-50	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa circularisquama
4502;size=6;	790	364	98.626	3	427	790	1506	1867	2	3.13e-179	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11178;size=17;	668	668	99.401	4	1	668	2850	3517	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Spizellomycetales; Powellomycetaceae; Fimicolochytrium; Fimicolochytrium alabamae
5063;size=3;	849	696	75.862	131	4	681	1155445	1156121	37	6.47e-82	cellular organisms; Bacteria; PVC group; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces; unclassified Planctomyces; Planctomyces sp. SH-PL62
2894;size=84;	743	68	98.529	1	1	68	272	339	0	6.12e-22	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Cercomonadida; Cercomonadidae; Cercomonas; unclassified Cercomonas; Cercomonas sp. HFCC541
6324;size=4;	820	179	87.709	14	612	789	556	727	8	2.36e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Arthoniomycetes; Arthoniales; Arthoniaceae; Reichlingia; Reichlingia zwackhii
551;size=9;	741	348	93.103	20	396	741	1412	1757	4	4.0099999999999995e-138	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3735;size=44;	722	722	99.03	7	1	722	948	1669	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8924;size=93;	726	155	96.774	5	572	726	914	1068	0	1.21e-63	cellular organisms; Eukaryota; Eukaryota incertae sedis; Telonemida; Telonema; Telonema subtile
